text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal
mungkin ga sih om klo ini semua pengalihan isu karna bnyk bngt sebenernya kasus masalah yg lbh penting untuk di atasin dari pada naikin berita menangkap bjorka contohnya seperti bagaimana perkembangan nya tentang kasus mega koruptor bagiku sih itu yg lbh penting ya,"['mungkin', 'ga', 'sih', 'om', 'klo', 'ini', 'semua', 'pengalihan', 'isu', 'karna', 'bnyk', 'bngt', 'sebenernya', 'kasus', 'masalah', 'yg', 'lbh', 'penting', 'untuk', 'di', 'atasin', 'dari', 'pada', 'naikin', 'berita', 'menangkap', 'bjorka', 'contohnya', 'seperti', 'bagaimana', 'perkembangan', 'nya', 'tentang', 'kasus', 'mega', 'koruptor', 'bagiku', 'sih', 'itu', 'yg', 'lbh', 'penting', 'ya']","['mungkin', 'ga', 'sih', 'om', 'klo', 'ini', 'semua', 'pengalihan', 'isu', 'karna', 'bnyk', 'bngt', 'sebenernya', 'kasu', 'masalah', 'yg', 'lbh', 'pent', 'untuk', 'di', 'atasin', 'dari', 'pada', 'naikin', 'berita', 'menangkap', 'bjorka', 'contohnya', 'seperti', 'bagaimana', 'perkembangan', 'nya', 'tentang', 'kasu', 'mega', 'koruptor', 'bagiku', 'sih', 'itu', 'yg', 'lbh', 'pent', 'ya']","['mungkin', 'ga', 'sih', 'om', 'klo', 'ini', 'semua', 'pengalihan', 'isu', 'karna', 'bnyk', 'bngt', 'sebenernya', 'kasu', 'masalah', 'yg', 'lbh', 'pent', 'untuk', 'di', 'atasin', 'dari', 'pada', 'naikin', 'berita', 'menangkap', 'bjorka', 'contohnya', 'seperti', 'bagaimana', 'perkembangan', 'nya', 'tentang', 'kasu', 'mega', 'koruptor', 'bagiku', 'sih', 'itu', 'yg', 'lbh', 'pent', 'ya']","['ga', 'sih', 'om', 'klo', 'pengalihan', 'isu', 'karna', 'bnyk', 'bngt', 'sebenernya', 'kasu', 'yg', 'lbh', 'pent', 'atasin', 'naikin', 'berita', 'menangkap', 'bjorka', 'contohnya', 'perkembangan', 'nya', 'kasu', 'mega', 'koruptor', 'bagiku', 'sih', 'yg', 'lbh', 'pent', 'ya']"
kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,"['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']"
ga heran polisi indo otak nya dangkal,"['ga', 'heran', 'polisi', 'indo', 'otak', 'nya', 'dangkal']","['ga', 'heran', 'polisi', 'indo', 'otak', 'nya', 'dangkal']","['ga', 'heran', 'polisi', 'indo', 'otak', 'nya', 'dangkal']","['ga', 'heran', 'polisi', 'indo', 'otak', 'nya', 'dangkal']"
kreatif banget cara penyampaian kamu beda dari yang lain jadi betah nonton sampai akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu karya selanjutnya,"['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'penyampaian', 'beda', 'betah', 'nonton', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya']"
0101 sungguh takjub denganℙℝ𝕆𝔹𝔼𝕋855ceritanya begitu menyentuh memadukan makna mendalam dengan gameplay yang seru visualnya memukau dan hadiahnya benarbenar luar biasa wajib coba untuk pengalaman tak terlupakan,"['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'gameplay', 'seru', 'visualnya', 'memukau', 'hadiahnya', 'benarbenar', 'wajib', 'coba', 'pengalaman', 'terlupakan']"
kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,"['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']"
0910 visualnya cakep parah ℙℝ𝕆𝔹𝔼𝕋855,"['0910', 'visualnya', 'cakep', 'parah', 'ℙℝ𝕆𝔹𝔼𝕋855']","['0910', 'visualnya', 'cakep', 'parah', 'ℙℝ𝕆𝔹𝔼𝕋855']","['0910', 'visualnya', 'cakep', 'parah', 'ℙℝ𝕆𝔹𝔼𝕋855']","['0910', 'visualnya', 'cakep', 'parah', 'ℙℝ𝕆𝔹𝔼𝕋855']"
422 hadir menyimak semangatℙℝ𝕆𝔹𝔼𝕋855,"['422', 'hadir', 'menyimak', 'semangatℙℝ𝕆𝔹𝔼𝕋855']","['422', 'hadir', 'menyimak', 'semangatℙℝ𝕆𝔹𝔼𝕋855']","['422', 'hadir', 'menyimak', 'semangatℙℝ𝕆𝔹𝔼𝕋855']","['422', 'hadir', 'menyimak', 'semangatℙℝ𝕆𝔹𝔼𝕋855']"
002 wah kerenℙℝ𝕆𝔹𝔼𝕋855terbaik menang mudah,"['002', 'wah', 'kerenℙℝ𝕆𝔹𝔼𝕋855terbaik', 'menang', 'mudah']","['002', 'wah', 'kerenℙℝ𝕆𝔹𝔼𝕋855terbaik', 'menang', 'mudah']","['002', 'wah', 'kerenℙℝ𝕆𝔹𝔼𝕋855terbaik', 'menang', 'mudah']","['002', 'kerenℙℝ𝕆𝔹𝔼𝕋855terbaik', 'menang', 'mudah']"
0057ℙℝ𝕆𝔹𝔼𝕋855emang juara baru main sekali langsung jatuh cinta sama konsep dan ceritanya harus coba,"['0057ℙℝ𝕆𝔹𝔼𝕋855emang', 'juara', 'baru', 'main', 'sekali', 'langsung', 'jatuh', 'cinta', 'sama', 'konsep', 'dan', 'ceritanya', 'harus', 'coba']","['0057ℙℝ𝕆𝔹𝔼𝕋855emang', 'juara', 'baru', 'main', 'sekali', 'langsung', 'jatuh', 'cinta', 'sama', 'konsep', 'dan', 'ceritanya', 'haru', 'coba']","['0057ℙℝ𝕆𝔹𝔼𝕋855emang', 'juara', 'baru', 'main', 'sekali', 'langsung', 'jatuh', 'cinta', 'sama', 'konsep', 'dan', 'ceritanya', 'haru', 'coba']","['0057ℙℝ𝕆𝔹𝔼𝕋855emang', 'juara', 'main', 'langsung', 'jatuh', 'cinta', 'konsep', 'ceritanya', 'haru', 'coba']"
super mantap situsℙℝ𝕆𝔹𝔼𝕋855gampang menangnya,"['super', 'mantap', 'situsℙℝ𝕆𝔹𝔼𝕋855gampang', 'menangnya']","['super', 'mantap', 'situsℙℝ𝕆𝔹𝔼𝕋855gampang', 'menangnya']","['super', 'mantap', 'situsℙℝ𝕆𝔹𝔼𝕋855gampang', 'menangnya']","['super', 'mantap', 'situsℙℝ𝕆𝔹𝔼𝕋855gampang', 'menangnya']"
terima kasih udah bikin video sekeren iniℙℝ𝕆𝔹𝔼𝕋855aku merasa dapet banyak banget insight baru yang paling aku suka adalah bagaimana kamu bikin penonton merasa nyaman dan gak dihakimi doaku yang terbaik buat kamu dan perjalanan channel ini,"['terima', 'kasih', 'udah', 'bikin', 'video', 'sekeren', 'iniℙℝ𝕆𝔹𝔼𝕋855aku', 'merasa', 'dapet', 'banyak', 'banget', 'insight', 'baru', 'yang', 'paling', 'aku', 'suka', 'adalah', 'bagaimana', 'kamu', 'bikin', 'penonton', 'merasa', 'nyaman', 'dan', 'gak', 'dihakimi', 'doaku', 'yang', 'terbaik', 'buat', 'kamu', 'dan', 'perjalanan', 'channel', 'ini']","['terima', 'kasih', 'udah', 'bikin', 'video', 'sekeren', 'iniℙℝ𝕆𝔹𝔼𝕋855aku', 'merasa', 'dapet', 'banyak', 'banget', 'insight', 'baru', 'yang', 'pale', 'aku', 'suka', 'adalah', 'bagaimana', 'kamu', 'bikin', 'penonton', 'merasa', 'nyaman', 'dan', 'gak', 'dihakimi', 'doaku', 'yang', 'terbaik', 'buat', 'kamu', 'dan', 'perjalanan', 'channel', 'ini']","['terima', 'kasih', 'udah', 'bikin', 'video', 'sekeren', 'iniℙℝ𝕆𝔹𝔼𝕋855aku', 'merasa', 'dapet', 'banyak', 'banget', 'insight', 'baru', 'yang', 'pale', 'aku', 'suka', 'adalah', 'bagaimana', 'kamu', 'bikin', 'penonton', 'merasa', 'nyaman', 'dan', 'gak', 'dihakimi', 'doaku', 'yang', 'terbaik', 'buat', 'kamu', 'dan', 'perjalanan', 'channel', 'ini']","['terima', 'kasih', 'udah', 'bikin', 'video', 'sekeren', 'iniℙℝ𝕆𝔹𝔼𝕋855aku', 'dapet', 'banget', 'insight', 'pale', 'suka', 'bikin', 'penonton', 'nyaman', 'gak', 'dihakimi', 'doaku', 'terbaik', 'perjalanan', 'channel']"
kreatif banget cara penyampaian kamu beda dari yang lain jadi betah nonton sampai akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu karya selanjutnya,"['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'cara', 'penyampaian', 'kamu', 'beda', 'dari', 'yang', 'lain', 'jadi', 'betah', 'nonton', 'sampai', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya', 'selanjutnya']","['kreatif', 'banget', 'penyampaian', 'beda', 'betah', 'nonton', 'akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu', 'karya']"
kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,"['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']","['kreatif', 'banget', 'niat', 'bikin', 'kontennyaℙℝ𝕆𝔹𝔼𝕋855']"
keren banget video ini terasa tulus dan penuh maknaℙℝ𝕆𝔹𝔼𝕋855yang paling aku suka penonton merasa nyaman dan bahagia,"['keren', 'banget', 'video', 'ini', 'terasa', 'tulus', 'dan', 'penuh', 'maknaℙℝ𝕆𝔹𝔼𝕋855yang', 'paling', 'aku', 'suka', 'penonton', 'merasa', 'nyaman', 'dan', 'bahagia']","['keren', 'banget', 'video', 'ini', 'terasa', 'tulu', 'dan', 'penuh', 'maknaℙℝ𝕆𝔹𝔼𝕋855yang', 'pale', 'aku', 'suka', 'penonton', 'merasa', 'nyaman', 'dan', 'bahagia']","['keren', 'banget', 'video', 'ini', 'terasa', 'tulu', 'dan', 'penuh', 'maknaℙℝ𝕆𝔹𝔼𝕋855yang', 'pale', 'aku', 'suka', 'penonton', 'merasa', 'nyaman', 'dan', 'bahagia']","['keren', 'banget', 'video', 'tulu', 'penuh', 'maknaℙℝ𝕆𝔹𝔼𝕋855yang', 'pale', 'suka', 'penonton', 'nyaman', 'bahagia']"
0030 wowℙℝ𝕆𝔹𝔼𝕋855beda banget ceritanya mengalir visualnya kece,"['0030', 'wowℙℝ𝕆𝔹𝔼𝕋855beda', 'banget', 'ceritanya', 'mengalir', 'visualnya', 'kece']","['0030', 'wowℙℝ𝕆𝔹𝔼𝕋855beda', 'banget', 'ceritanya', 'mengalir', 'visualnya', 'kece']","['0030', 'wowℙℝ𝕆𝔹𝔼𝕋855beda', 'banget', 'ceritanya', 'mengalir', 'visualnya', 'kece']","['0030', 'wowℙℝ𝕆𝔹𝔼𝕋855beda', 'banget', 'ceritanya', 'mengalir', 'visualnya', 'kece']"
gak ada yang bisa ngalahin video kita kalau lapar itu makan kalau haus itu minum tapi kalau gacor itu diℙℝ𝕆𝔹𝔼𝕋855,"['gak', 'ada', 'yang', 'bisa', 'ngalahin', 'video', 'kita', 'kalau', 'lapar', 'itu', 'makan', 'kalau', 'haus', 'itu', 'minum', 'tapi', 'kalau', 'gacor', 'itu', 'diℙℝ𝕆𝔹𝔼𝕋855']","['gak', 'ada', 'yang', 'bisa', 'ngalahin', 'video', 'kita', 'kalau', 'lapar', 'itu', 'makan', 'kalau', 'hau', 'itu', 'minum', 'tapi', 'kalau', 'gacor', 'itu', 'diℙℝ𝕆𝔹𝔼𝕋855']","['gak', 'ada', 'yang', 'bisa', 'ngalahin', 'video', 'kita', 'kalau', 'lapar', 'itu', 'makan', 'kalau', 'hau', 'itu', 'minum', 'tapi', 'kalau', 'gacor', 'itu', 'diℙℝ𝕆𝔹𝔼𝕋855']","['gak', 'ngalahin', 'video', 'lapar', 'makan', 'hau', 'minum', 'gacor', 'diℙℝ𝕆𝔹𝔼𝕋855']"
makin hari kontennya makin kerenℙℝ𝕆𝔹𝔼𝕋855,"['makin', 'hari', 'kontennya', 'makin', 'kerenℙℝ𝕆𝔹𝔼𝕋855']","['makin', 'hari', 'kontennya', 'makin', 'kerenℙℝ𝕆𝔹𝔼𝕋855']","['makin', 'hari', 'kontennya', 'makin', 'kerenℙℝ𝕆𝔹𝔼𝕋855']","['kontennya', 'kerenℙℝ𝕆𝔹𝔼𝕋855']"
0101 sungguh takjub denganℙℝ𝕆𝔹𝔼𝕋855ceritanya begitu menyentuh memadukan makna mendalam dengan gameplay yang seru visualnya memukau dan hadiahnya benarbenar luar biasa wajib coba untuk pengalaman tak terlupakan,"['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'begitu', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'dengan', 'gameplay', 'yang', 'seru', 'visualnya', 'memukau', 'dan', 'hadiahnya', 'benarbenar', 'luar', 'biasa', 'wajib', 'coba', 'untuk', 'pengalaman', 'tak', 'terlupakan']","['0101', 'sungguh', 'takjub', 'denganℙℝ𝕆𝔹𝔼𝕋855ceritanya', 'menyentuh', 'memadukan', 'makna', 'mendalam', 'gameplay', 'seru', 'visualnya', 'memukau', 'hadiahnya', 'benarbenar', 'wajib', 'coba', 'pengalaman', 'terlupakan']"
1752 wkwkwkkwkwkw,"['1752', 'wkwkwkkwkwkw']","['1752', 'wkwkwkkwkwkw']","['1752', 'wkwkwkkwkwkw']","['1752', 'wkwkwkkwkwkw']"
kapolri kapan mundur nya malu woi,"['kapolri', 'kapan', 'mundur', 'nya', 'malu', 'woi']","['kapolri', 'kapan', 'mundur', 'nya', 'malu', 'woi']","['kapolri', 'kapan', 'mundur', 'nya', 'malu', 'woi']","['kapolri', 'mundur', 'nya', 'malu', 'woi']"
1750 llu dalam bahaya bang bro wkwkwkw 1750,"['1750', 'llu', 'dalam', 'bahaya', 'bang', 'bro', 'wkwkwkw', '1750']","['1750', 'llu', 'dalam', 'bahaya', 'bang', 'bro', 'wkwkwkw', '1750']","['1750', 'llu', 'dalam', 'bahaya', 'bang', 'bro', 'wkwkwkw', '1750']","['1750', 'llu', 'bahaya', 'bang', 'bro', 'wkwkwkw', '1750']"
polisi malas tangkap bos tambang ilegal karna dikasih uang,"['polisi', 'malas', 'tangkap', 'bos', 'tambang', 'ilegal', 'karna', 'dikasih', 'uang']","['polisi', 'mala', 'tangkap', 'bo', 'tambang', 'ileg', 'karna', 'dikasih', 'uang']","['polisi', 'mala', 'tangkap', 'bo', 'tambang', 'ileg', 'karna', 'dikasih', 'uang']","['polisi', 'mala', 'tangkap', 'bo', 'tambang', 'ileg', 'karna', 'dikasih', 'uang']"
bjorka udah yapping nya,"['bjorka', 'udah', 'yapping', 'nya']","['bjorka', 'udah', 'yap', 'nya']","['bjorka', 'udah', 'yap', 'nya']","['bjorka', 'udah', 'yap', 'nya']"
byorka sambil sebat diatas rooftop sedang menyaksikan kelucuan ini,"['byorka', 'sambil', 'sebat', 'diatas', 'rooftop', 'sedang', 'menyaksikan', 'kelucuan', 'ini']","['byorka', 'sambil', 'sebat', 'diata', 'rooftop', 'sedang', 'menyaksikan', 'kelucuan', 'ini']","['byorka', 'sambil', 'sebat', 'diata', 'rooftop', 'sedang', 'menyaksikan', 'kelucuan', 'ini']","['byorka', 'sebat', 'diata', 'rooftop', 'menyaksikan', 'kelucuan']"
negara konoha polisi ya ko bego2 yakerja cuma poto2 doang di jalan kalo lagi habis itu nilang pengendara di jalan kan lumayan di kasih 50 ribu buat udud sama ngopi oh polisi konoha sungguh terlalu yg katanya penegak hukum tau hukum yg mana,"['negara', 'konoha', 'polisi', 'ya', 'ko', 'bego2', 'yakerja', 'cuma', 'poto2', 'doang', 'di', 'jalan', 'kalo', 'lagi', 'habis', 'itu', 'nilang', 'pengendara', 'di', 'jalan', 'kan', 'lumayan', 'di', 'kasih', '50', 'ribu', 'buat', 'udud', 'sama', 'ngopi', 'oh', 'polisi', 'konoha', 'sungguh', 'terlalu', 'yg', 'katanya', 'penegak', 'hukum', 'tau', 'hukum', 'yg', 'mana']","['negara', 'konoha', 'polisi', 'ya', 'ko', 'bego2', 'yakerja', 'cuma', 'poto2', 'doang', 'di', 'jalan', 'kalo', 'lagi', 'habi', 'itu', 'nilang', 'pengendara', 'di', 'jalan', 'kan', 'lumayan', 'di', 'kasih', '50', 'ribu', 'buat', 'udud', 'sama', 'ngopi', 'oh', 'polisi', 'konoha', 'sungguh', 'terlalu', 'yg', 'katanya', 'penegak', 'hukum', 'tau', 'hukum', 'yg', 'mana']","['negara', 'konoha', 'polisi', 'ya', 'ko', 'bego2', 'yakerja', 'cuma', 'poto2', 'doang', 'di', 'jalan', 'kalo', 'lagi', 'habi', 'itu', 'nilang', 'pengendara', 'di', 'jalan', 'kan', 'lumayan', 'di', 'kasih', '50', 'ribu', 'buat', 'udud', 'sama', 'ngopi', 'oh', 'polisi', 'konoha', 'sungguh', 'terlalu', 'yg', 'katanya', 'penegak', 'hukum', 'tau', 'hukum', 'yg', 'mana']","['negara', 'konoha', 'polisi', 'ya', 'ko', 'bego2', 'yakerja', 'poto2', 'doang', 'jalan', 'kalo', 'habi', 'nilang', 'pengendara', 'jalan', 'lumayan', 'kasih', '50', 'ribu', 'udud', 'ngopi', 'oh', 'polisi', 'konoha', 'sungguh', 'yg', 'penegak', 'hukum', 'tau', 'hukum', 'yg']"
hack aset koruptor smp kismin atuh,"['hack', 'aset', 'koruptor', 'smp', 'kismin', 'atuh']","['hack', 'aset', 'koruptor', 'smp', 'kismin', 'atuh']","['hack', 'aset', 'koruptor', 'smp', 'kismin', 'atuh']","['hack', 'aset', 'koruptor', 'smp', 'kismin', 'atuh']"
pegawai mini market aja bisa punya ratusan ribu data gk perlu jadi hacker anak kalimantan emang masukin data pelanggan yg bayar pake kartu dan kelompok mereka membuat alat scanner dah itu interpol yg cari,"['pegawai', 'mini', 'market', 'aja', 'bisa', 'punya', 'ratusan', 'ribu', 'data', 'gk', 'perlu', 'jadi', 'hacker', 'anak', 'kalimantan', 'emang', 'masukin', 'data', 'pelanggan', 'yg', 'bayar', 'pake', 'kartu', 'dan', 'kelompok', 'mereka', 'membuat', 'alat', 'scanner', 'dah', 'itu', 'interpol', 'yg', 'cari']","['pegawai', 'mini', 'market', 'aja', 'bisa', 'punya', 'ratusan', 'ribu', 'data', 'gk', 'perlu', 'jadi', 'hacker', 'anak', 'kalimantan', 'emang', 'masukin', 'data', 'pelanggan', 'yg', 'bayar', 'pake', 'kartu', 'dan', 'kelompok', 'mereka', 'membuat', 'alat', 'scanner', 'dah', 'itu', 'interpol', 'yg', 'cari']","['pegawai', 'mini', 'market', 'aja', 'bisa', 'punya', 'ratusan', 'ribu', 'data', 'gk', 'perlu', 'jadi', 'hacker', 'anak', 'kalimantan', 'emang', 'masukin', 'data', 'pelanggan', 'yg', 'bayar', 'pake', 'kartu', 'dan', 'kelompok', 'mereka', 'membuat', 'alat', 'scanner', 'dah', 'itu', 'interpol', 'yg', 'cari']","['pegawai', 'mini', 'market', 'aja', 'ratusan', 'ribu', 'data', 'gk', 'hacker', 'anak', 'kalimantan', 'emang', 'masukin', 'data', 'pelanggan', 'yg', 'bayar', 'pake', 'kartu', 'kelompok', 'alat', 'scanner', 'dah', 'interpol', 'yg', 'cari']"
saya mah bingung hacker itu bisa kena tangkap logikanya gini kita misah megang hp kita tapi dak bisa tu megang sofware seperti yt dll agak lain,"['saya', 'mah', 'bingung', 'hacker', 'itu', 'bisa', 'kena', 'tangkap', 'logikanya', 'gini', 'kita', 'misah', 'megang', 'hp', 'kita', 'tapi', 'dak', 'bisa', 'tu', 'megang', 'sofware', 'seperti', 'yt', 'dll', 'agak', 'lain']","['saya', 'mah', 'bingung', 'hacker', 'itu', 'bisa', 'kena', 'tangkap', 'logikanya', 'gini', 'kita', 'misah', 'megang', 'hp', 'kita', 'tapi', 'dak', 'bisa', 'tu', 'megang', 'sofwar', 'seperti', 'yt', 'dll', 'agak', 'lain']","['saya', 'mah', 'bingung', 'hacker', 'itu', 'bisa', 'kena', 'tangkap', 'logikanya', 'gini', 'kita', 'misah', 'megang', 'hp', 'kita', 'tapi', 'dak', 'bisa', 'tu', 'megang', 'sofwar', 'seperti', 'yt', 'dll', 'agak', 'lain']","['mah', 'bingung', 'hacker', 'kena', 'tangkap', 'logikanya', 'gini', 'misah', 'megang', 'hp', 'dak', 'tu', 'megang', 'sofwar', 'yt', 'dll']"
dengan sadar dan memvalidasidengan bangga nya mempertontonkan ke dunguan nya masih kah kita harus percaya dengan kecoa coklat,"['dengan', 'sadar', 'dan', 'memvalidasidengan', 'bangga', 'nya', 'mempertontonkan', 'ke', 'dunguan', 'nya', 'masih', 'kah', 'kita', 'harus', 'percaya', 'dengan', 'kecoa', 'coklat']","['dengan', 'sadar', 'dan', 'memvalidasidengan', 'bangga', 'nya', 'mempertontonkan', 'ke', 'dunguan', 'nya', 'masih', 'kah', 'kita', 'haru', 'percaya', 'dengan', 'kecoa', 'coklat']","['dengan', 'sadar', 'dan', 'memvalidasidengan', 'bangga', 'nya', 'mempertontonkan', 'ke', 'dunguan', 'nya', 'masih', 'kah', 'kita', 'haru', 'percaya', 'dengan', 'kecoa', 'coklat']","['sadar', 'memvalidasidengan', 'bangga', 'nya', 'mempertontonkan', 'dunguan', 'nya', 'kah', 'haru', 'percaya', 'kecoa', 'coklat']"
hacker yg budiman tolong bantu pak prabowo berantas koruptor di indonesia,"['hacker', 'yg', 'budiman', 'tolong', 'bantu', 'pak', 'prabowo', 'berantas', 'koruptor', 'di', 'indonesia']","['hacker', 'yg', 'budiman', 'tolong', 'bantu', 'pak', 'prabowo', 'beranta', 'koruptor', 'di', 'indonesia']","['hacker', 'yg', 'budiman', 'tolong', 'bantu', 'pak', 'prabowo', 'beranta', 'koruptor', 'di', 'indonesia']","['hacker', 'yg', 'budiman', 'tolong', 'bantu', 'prabowo', 'beranta', 'koruptor', 'indonesia']"
,[],[],[],[]
