word2vec_features
"[-2.41949549e-03  6.37363642e-03  1.13660630e-04 -5.65690862e-04
  8.28115095e-04 -1.06750857e-02  1.45963836e-03  1.33895660e-02
 -3.90388491e-03 -2.44349614e-03 -2.16997787e-03 -8.23690183e-03
  1.61937733e-05  1.98903159e-04  2.99347308e-03 -6.70732092e-03
  4.78985300e-03 -1.85950438e-03  1.13108559e-04 -9.48629342e-03
  4.43428010e-03  2.02297349e-03  3.09367082e-03 -3.32454406e-03
 -1.12037908e-03 -8.48637428e-04 -1.63794507e-03 -5.92025975e-03
 -7.98077881e-03 -1.48491689e-03  6.10565906e-03 -3.86115571e-04
 -1.06151518e-03 -4.90465108e-03 -1.98006467e-03  6.36115205e-03
 -5.23491937e-04 -1.38173159e-03 -1.70325569e-03 -9.19206720e-03
  3.43736960e-03 -3.34250298e-03 -2.07772813e-04  1.23438297e-03
  7.35138683e-03  3.40292259e-04 -4.71922709e-03 -2.97184079e-03
  2.29266658e-03  5.24071231e-03  1.84389181e-03 -2.20739841e-03
 -2.30778498e-03 -3.65506415e-03 -4.60426463e-03  1.33646186e-03
  1.97851518e-03  1.10732741e-03 -5.44231618e-03  5.66239376e-03
  5.32410061e-03 -4.27383602e-05  8.41006171e-04 -1.10169225e-04
 -5.49073797e-03  6.82281703e-03 -6.15116325e-04  2.44192709e-03
 -5.34011144e-03  6.32613245e-03 -3.20612988e-03  5.20313391e-03
  3.82523309e-03 -2.72758002e-03  6.97603682e-03  5.95061900e-03
  3.26194311e-03  1.68010814e-03 -5.39862644e-03  2.15272000e-03
 -3.46285524e-03  2.22013303e-04 -5.94945252e-03  8.57107528e-03
 -4.73553408e-03 -1.12224126e-03  2.68128188e-03  8.18035286e-03
  4.10153065e-03  7.44163466e-04  5.89769799e-03  1.05703622e-03
  3.36015655e-04  6.67451473e-04  1.22691924e-02  5.14153764e-03
  4.20096796e-03 -3.67323565e-03  2.36363127e-03 -2.14363774e-03]"
"[-3.9547505e-03  7.6012327e-03 -2.4201130e-03  7.2048488e-04
 -1.5271570e-03 -9.1116969e-03  1.1342033e-03  1.4664959e-02
 -3.6962270e-03 -9.1772171e-04 -1.4609144e-03 -1.9044623e-03
 -6.0072973e-05  3.1033293e-03  2.4782328e-03 -1.0663999e-02
  3.3135503e-03 -8.4869713e-03 -1.8189567e-03 -1.1175226e-02
  1.2881536e-03  5.7235821e-03  3.5303608e-03 -2.7501690e-03
 -2.5376033e-03 -3.1767736e-04 -4.6922388e-03 -4.4137808e-03
 -7.4657365e-03  6.1807426e-04  8.1897676e-03 -2.3023614e-03
  5.1244334e-03 -2.4790431e-03 -1.5926402e-03  5.1129307e-03
  8.4157567e-04 -6.9912658e-03 -6.9548371e-03 -1.0725564e-02
  2.2034717e-03 -5.1376717e-03 -1.6630114e-04  1.5774198e-03
  5.8232248e-03  4.7929163e-04 -4.8715915e-03 -4.9510268e-03
  2.1591359e-03  3.6902428e-03  2.7369482e-03 -1.6645312e-03
  3.7005125e-04 -6.7736277e-05 -5.3687757e-03 -2.8433156e-04
  3.7101666e-03  3.1197593e-03 -5.5371295e-03  2.1128603e-03
  3.1967198e-03  2.8639741e-03 -9.6527563e-04  7.0412771e-04
 -7.2344108e-03  7.7082054e-03  1.2707001e-03  2.7129119e-03
 -1.1900985e-02  9.8140305e-03 -7.8354962e-03  7.0600836e-03
  7.9392670e-03 -3.9879908e-03  7.4232053e-03  2.2402457e-05
 -2.5008075e-04 -5.0578354e-04 -5.1055397e-03  1.1758294e-03
 -3.8260871e-03 -1.9201257e-03 -9.3792072e-03  1.2502239e-02
 -9.4203337e-04  9.5645955e-04  8.2388637e-04  4.3535465e-03
  4.9260440e-03  2.5500492e-03  9.3699014e-03  1.3434667e-03
  8.2852581e-04 -1.0188542e-03  7.9369685e-03  2.6745014e-03
  3.6316938e-03 -4.9214433e-03 -1.5217728e-04  3.4943372e-03]"
"[-0.00405039  0.00294311 -0.00034034  0.00043869  0.00225266 -0.00862739
 -0.00057359  0.01075892 -0.00283862 -0.00275667 -0.0035243  -0.00659766
 -0.00224444  0.00111273  0.00229915 -0.00552232  0.00157822 -0.0045161
  0.00067025 -0.01047086  0.004949    0.00357926  0.00196067 -0.0044477
  0.00027087  0.00022749 -0.0060652  -0.00360086 -0.00823489 -0.00046572
  0.00585783 -0.00109157  0.00186482 -0.00528068 -0.00236197  0.00523108
 -0.00105516 -0.00649922 -0.00321932 -0.00785161  0.00168657 -0.00341153
 -0.00240287 -0.00121572  0.00487462 -0.00213392 -0.00471108 -0.00386633
  0.00060114  0.00318539  0.00197868 -0.0051315  -0.00091141 -0.00082624
 -0.00203494  0.00338049  0.00148103  0.00322526 -0.00320283  0.00287305
  0.00257241  0.00195573 -0.00174587  0.00080217 -0.00620272  0.00629437
 -0.00111604  0.00185993 -0.00621558  0.00845603 -0.00363302  0.00333878
  0.00753234  0.0004119   0.00528658  0.00056847  0.0014498  -0.00253905
 -0.00386837  0.00013369 -0.00315322 -0.00198631 -0.00400553  0.00694705
 -0.00303131  0.00136252  0.00102162  0.00746034  0.00455851  0.00151438
  0.00895189  0.0028925   0.00374738  0.00256186  0.00843998  0.00588995
  0.00393061 -0.00378059 -0.00141137 -0.0001818 ]"
"[-0.00403608  0.00862245 -0.00170731 -0.00244477  0.00195896 -0.00644055
  0.00435696  0.01478657 -0.00685835 -0.00689733 -0.00082266 -0.00463387
  0.0023794   0.00198814  0.00293505 -0.00558109  0.0019281  -0.00530239
 -0.00176586 -0.00867488  0.00249033 -0.00038925 -0.00265223 -0.00291859
 -0.00310317  0.00105889 -0.00780963 -0.00267393 -0.00686279  0.0011624
  0.00721764 -0.00380067  0.00338387 -0.00211572  0.0009577   0.00879167
  0.00121659 -0.00685968 -0.00545802 -0.00756312  0.00041405 -0.00022925
 -0.00370093 -0.00320522  0.00637923 -0.00251231 -0.00578841 -0.00439164
 -0.00016115  0.00136834  0.00506784  0.00105134 -0.00048929 -0.00564192
 -0.00069293  0.00055546  0.00341716  0.0056754  -0.00100393  0.00307733
  0.00145115  0.00435703  0.00156683  0.00078135 -0.00215051  0.00167104
  0.00330647  0.00157848 -0.01109554  0.00268864 -0.00737543  0.00319841
  0.00261847 -0.00208061  0.00582828  0.00342077 -0.00186527  0.00199979
 -0.00841335  0.00623682 -0.00464986  0.00381007 -0.00376688  0.01114432
 -0.00571062 -0.00199671 -0.00111685  0.00773214  0.00135943 -0.00174151
  0.00779469  0.00563157  0.00054381 -0.0030015   0.01009529  0.0051838
  0.00348393 -0.00599025  0.00521166  0.00431617]"
"[-6.65436313e-03  5.25599578e-03  6.01409469e-03  2.31246324e-03
  4.78471862e-03 -3.86452442e-03 -5.04518347e-03  1.61711848e-03
 -1.69451348e-04  5.39090135e-04 -2.27828184e-03  2.24856543e-03
 -7.94398598e-03 -5.92368003e-03 -6.29120599e-03 -4.14972613e-03
 -6.01774082e-06 -2.48172693e-03 -3.74647812e-03  7.17989448e-03
  3.17660486e-03 -4.65223799e-03 -3.77007964e-04  1.11532817e-03
 -1.99687248e-03 -9.54884337e-04 -3.00631486e-03  2.80260830e-03
 -3.77895311e-04  1.71249127e-03  6.31646672e-03  4.38474119e-04
  1.12652197e-03 -2.08605058e-03  7.69912731e-03  6.46863971e-03
 -3.49204009e-03 -1.43963285e-03 -1.95260625e-03 -1.04599516e-03
  1.87122973e-03 -5.63344220e-04 -2.20608036e-03  3.90168745e-04
  2.03506532e-03 -6.10002642e-03 -2.10457365e-03 -7.40299840e-03
 -3.53226624e-03  2.58156587e-03  3.24760494e-03  1.80438708e-03
  4.47218446e-03  1.73864327e-03 -2.92685139e-03  4.92112245e-03
 -2.34270329e-03 -1.23555725e-03  7.81116635e-03 -7.20842509e-04
  2.18953611e-03 -2.44043255e-03  2.27246690e-03 -4.34397813e-03
  3.91764147e-03 -2.72125751e-03  2.93273875e-03 -9.01012449e-04
 -1.99311459e-03  1.16580212e-03 -7.22020771e-03 -2.88725481e-03
  1.34505890e-03  5.53522725e-03 -7.31659029e-03 -1.17190543e-03
 -6.19850121e-04 -4.32701223e-03  1.08788488e-04 -3.41535942e-03
 -3.75053799e-03  2.97727762e-04  7.49989366e-03 -1.45172409e-03
  6.21137116e-03 -4.60215006e-03 -1.85086601e-03  1.76925585e-03
 -7.25977588e-04 -1.10323774e-04 -2.60883174e-03  5.54201147e-03
  3.88099486e-03 -1.12038315e-03 -5.71818743e-03  1.21799065e-03
  3.30480235e-03  1.69575727e-03 -1.88620307e-03  2.14141607e-03]"
"[-7.29030231e-03  9.17258672e-04  6.87635329e-04  1.27884711e-03
 -4.03262628e-03 -1.05518941e-02 -1.84899208e-03  1.29575124e-02
 -4.64162603e-03 -3.70878587e-03 -6.76560681e-03 -3.93470749e-03
 -4.22334485e-03  2.47375178e-03  2.37161032e-04 -7.00371340e-03
  1.61310937e-03 -7.10099097e-03  4.21886012e-04 -1.34045612e-02
  6.00038003e-03  2.13539181e-03  2.18812632e-03 -2.87132710e-03
 -6.30627619e-03  9.51780064e-04 -6.92054350e-03 -1.82967761e-03
 -6.90436363e-03 -7.97593559e-04  1.05377883e-02 -1.55876286e-03
  1.47181901e-03 -5.26121410e-04 -2.90629338e-03  6.30090991e-03
  2.11937563e-03 -7.95438327e-03 -7.55364029e-03 -7.34792324e-03
  5.05094929e-03 -2.92602764e-03 -3.39439651e-03  3.94552248e-03
  7.25121144e-03 -1.79868552e-03 -7.78845465e-03 -7.80569389e-03
  4.61830106e-03  1.62872858e-03  2.65407749e-03 -1.60924252e-03
  5.86796133e-03 -2.15725973e-03 -4.91350191e-03  6.02219161e-03
  3.33819957e-03  4.40218537e-05 -7.16843875e-03  2.21598335e-03
