glove_features
"[-0.013084   -0.09297708 -0.17306929 -0.02466222 -0.13316786  0.09822715
  0.09373929  0.01804421  0.24827743 -0.08575572 -0.07008671  0.11352523
  0.04553057  0.11188671 -0.06842978 -0.12255221 -0.15594071 -0.01533497
  0.04274143  0.15743331  0.14754714 -0.01909214 -0.12817785 -0.04412071
 -0.05203014  0.12059721  0.19914564  0.22232364 -0.26355293  0.11550715
 -0.1092555  -0.18553093  0.10606471  0.05409076  0.06049071 -0.04258471
 -0.00339614 -0.05621486  0.01937143 -0.15378143 -0.03377243  0.25869636
  0.06762921  0.04618486 -0.08601643  0.08952214 -0.12563071  0.10725
 -0.00996479  0.244915   -0.14004157  0.12336572  0.05831757 -0.24942285
 -0.09217543  0.24119907  0.01920193  0.15981214 -0.30022571 -0.05603236
 -0.03936698 -0.20531876 -0.09539857  0.00087214 -0.02656579  0.11132071
 -0.01169264 -0.17222814  0.01426028 -0.0247814  -0.01544522  0.07904643
 -0.0581765  -0.11299643  0.01505029  0.010095   -0.03413735  0.10529207
  0.0954075   0.084593   -0.26550572 -0.13941886 -0.09568129 -0.11305071
  0.27231143  0.26672    -0.08684357 -0.03717672  0.12849664 -0.05296261
  0.00548171  0.08894423  0.13158814 -0.03516628  0.07023414 -0.07084993
 -0.13434757 -0.06188879 -0.06795757 -0.05140471]"
"[-0.27744728 -0.22975345 -0.06904918 -0.20502636 -0.44198364 -0.30297273
  0.05516146 -0.14080318  0.35399091 -0.09879882  0.01786909  0.19944363
 -0.02509682  0.01907764  0.382108   -0.16004564 -0.20523818  0.04853564
  0.06064982 -0.04689579  0.078633    0.18775272 -0.25990909  0.06442682
 -0.15180336 -0.02059955 -0.08963136 -0.07446599  0.02915973 -0.06779664
 -0.14471719  0.12512046 -0.325764    0.34985282 -0.002929    0.01767628
  0.21439254  0.06640454  0.04317818 -0.20655818  0.08981637  0.02076448
  0.01637455 -0.09004082  0.09337842 -0.04552936 -0.15107691  0.19102818
  0.15830044  0.26780019 -0.37728182 -0.00457092 -0.01479055 -0.04337136
 -0.54232182  0.09957454  0.1609      0.13211064 -0.32493009 -0.24748764
 -0.07600545 -0.33168364 -0.14140909 -0.05944427 -0.27300727  0.14878474
  0.035496   -0.13781091 -0.27246182  0.13275273  0.04023     0.17562818
 -0.30293064 -0.21087817  0.04944621 -0.06706016 -0.07529027 -0.11316182
 -0.06094036  0.04704035 -0.02768892 -0.39282     0.20591937 -0.07315526
  0.02559873  0.01991027 -0.13740192  0.13628546  0.26272209  0.20315018
  0.10468909  0.17283654  0.11238182 -0.00114181  0.27185518  0.07077363
 -0.10984637 -0.46387092  0.06312155 -0.24532272]"
"[-0.0572587  -0.1055945  -0.1008632  -0.06232805 -0.092005    0.026426
 -0.035432    0.0210792   0.16804895  0.104606   -0.05900791  0.0409553
 -0.10705603  0.02113045  0.0502771   0.035863   -0.07697372 -0.089158
 -0.0164191  -0.03009585  0.0349567  -0.02028335 -0.11229065  0.1346088
 -0.00824199  0.07211835  0.23226825  0.0224986  -0.01084755  0.0169238
 -0.12545152  0.07031655 -0.0137855   0.0747875   0.07764548  0.0272525
  0.1592345   0.01183956 -0.1085495  -0.156368   -0.0341706   0.14284785
 -0.05159105 -0.001706   -0.0004006   0.12875505  0.02574387  0.02795625
  0.0168561   0.084166   -0.1245917   0.04813955  0.05225815 -0.1411337
 -0.1227774   0.21096049  0.1369215   0.1001459  -0.02326345 -0.0353775
  0.01111565  0.012069    0.030957    0.04229665 -0.04442165  0.1156323
  0.05455315 -0.0454863  -0.0065311   0.01098115 -0.0440674   0.0974579
  0.0195276   0.0541399  -0.0370373   0.03251191 -0.179749    0.07836325
 -0.01157865 -0.0497407  -0.1765399  -0.27696445 -0.0796565  -0.1766725
 -0.00577325  0.11809605 -0.10206     0.0576574   0.03629361  0.07432505
 -0.03938835  0.0724105   0.1031737   0.04735154  0.0867936   0.0208958
 -0.01609055 -0.23751583 -0.03787525 -0.02041369]"
"[-0.083456   -0.13998667  0.087245    0.03878733 -0.05731    -0.07526667
 -0.03450667  0.161605    0.18811167  0.001135    0.117281   -0.00361333
 -0.042345    0.07601    -0.00237833  0.02528467 -0.18927667 -0.0195
 -0.073135    0.12301595  0.11120833 -0.021475   -0.16122333  0.14891999
 -0.143995    0.10186283  0.050732    0.21439666 -0.05268733  0.07540667
 -0.11278166 -0.16280666  0.17339667  0.08710667  0.12144333 -0.0137952
  0.05994333 -0.03792167  0.01534833 -0.02255667  0.08332333  0.03564017
 -0.01975833  0.06706734 -0.08101666  0.109645   -0.08784416  0.11950834
 -0.02303967  0.12012    -0.08930167  0.02724367 -0.0525695  -0.22296499
 -0.10342884  0.17895334  0.079678   -0.00339    -0.169265   -0.10289684
 -0.04114883  0.01635667 -0.03773    -0.11048    -0.07114     0.105945
 -0.06998833 -0.03674883 -0.05512833 -0.09661633  0.01823067  0.00162
  0.2158      0.00376    -0.09482167 -0.0341605  -0.07994117  0.05567167
  0.07816383 -0.01534067 -0.13758334 -0.12952     0.042828   -0.08700667
  0.13874     0.05975333 -0.08013167 -0.08948166  0.06254134 -0.01776166
  0.03604833  0.03220167  0.24842334 -0.01243167  0.30511334  0.07890167
 -0.02262667  0.0195955   0.02324334  0.05922834]"
"[-0.21769001  0.088675    0.075585   -0.07024    -0.101905    0.120795
 -0.18275499  0.097765    0.41740999  0.13758001  0.37663001 -0.1666
 -0.22944     0.048083   -0.34198499  0.31702     0.187085   -0.098975
 -0.027323   -0.065035   -0.133095   -0.00302355 -0.20183    -0.0466885
 -0.0481135  -0.07935     0.16527499  0.34164    -0.36363    -0.17158
  0.19958     0.232795    0.18673     0.10033    -0.10646     0.105405
 -0.27548501 -0.009968    0.479325    0.207665    0.15253501  0.00073535
 -0.062165   -0.12092     0.2334     -0.051615   -0.18643001  0.081655
 -0.02124     0.055135    0.07161     0.06966    -0.18199     0.097465
  0.06119     0.10724     0.24795    -0.104975   -0.077555   -0.0424405
 -0.0221785  -0.434645   -0.011795    0.021745    0.0315775  -0.15804499
 -0.0381445  -0.15065999  0.0433475   0.0241455  -0.08759     0.0299585
 -0.168005   -0.27377999  0.161485   -0.186575   -0.11991     0.39155
  0.45721    -0.22381499 -0.24843    -0.11238     0.17422    -0.18748499
  0.13550501  0.07056     0.23092499 -0.0374965   0.093135   -0.098975
  0.119775    0.14432999  0.20860501  0.13112     0.35378    -0.218355
  0.246585    0.012577    0.14754     0.042699  ]"
"[-0.12404743 -0.02048    -0.18345143  0.02041714 -0.16761072 -0.05671442
  0.05748271  0.16100586  0.49663143  0.08253429 -0.06080629  0.01663429
 -0.01985617  0.14802286  0.15162843  0.07664571  0.18671285 -0.02483714
 -0.10714858  0.12625857  0.31020515 -0.04303314 -0.1873247   0.159433
  0.27527428  0.130487    0.191228   -0.04418029  0.04148443  0.04133314
  0.09255429  0.08423572  0.171138    0.23611679  0.422393    0.10149472
  0.03454429 -0.15195857 -0.03217857 -0.12732457 -0.04070872  0.52237572
 -0.01585243  0.04930542  0.08643385  0.06639729 -0.06212857  0.27244858
  0.00767357  0.10385572 -0.10095857  0.01213572  0.12790657 -0.14878114
 -0.22554357  0.25595     0.078001    0.272925   -0.01369428 -0.1739
 -0.028566   -0.41697714 -0.31001     0.21041857 -0.06324428  0.21165386
  0.27272685 -0.17106429  0.03314329  0.19831228  0.06274429  0.29920144
 -0.02230843 -0.06609729 -0.27427896  0.08150357  0.24477385 -0.07892443
  0.14571043 -0.01090488 -0.09196914 -0.14171671  0.09726743 -0.30678428
  0.21479343  0.2118389  -0.33538857 -0.06562314  0.33628629 -0.10441457
  0.22101386  0.29754086  0.03257386 -0.09767547  0.52357571  0.06079214
 -0.05027586 -0.14781071 -0.157715   -0.00474171]"
"[-6.28640011e-02 -1.04079768e-03  4.00794594e-01  2.14392003e-01
  2.89137989e-01 -8.91464002e-02  1.10305803e-01  4.74720001e-02
  1.06259200e-01 -2.67577392e-01  1.24541998e-01 -1.94961998e-01
 -1.53292030e-02 -6.74809992e-02  3.06143987e-01 -1.42567902e-01
  1.79857947e-02 -4.53619972e-02  1.87724997e-01 -1.02324001e-01
  2.08619994e-01  1.97289997e-01 -4.33088008e-01  2.05981717e-01
 -5.03520042e-02 -1.07788000e-01  4.36758003e-01  6.50999546e-03
 -6.00010157e-05  1.24565800e-01 -1.80985603e-01  1.82420404e-01
  1.50039960e-03  8.88999850e-03 -2.00982004e-01 -5.44280052e-02
 -5.83680034e-02 -1.97504009e-01  3.42844987e-01 -7.18599975e-02
  2.32714997e-01 -3.55326006e-01 -7.98660040e-02 -1.17883418e-01
 -9.21264008e-02  7.39940003e-02  2.14556038e-02 -6.48539960e-02
  1.62398399e-01  2.22426005e-01  6.24220073e-02  3.74391991e-01
  3.93409994e-01 -6.33099973e-02 -5.51790005e-01 -1.67061973e-01
 -8.18329975e-02 -4.02800024e-02  3.46019608e-01  1.30286002e-01
 -6.11319959e-02  1.34580024e-03 -1.08058000e-01 -1.30176607e-01
 -6.42592385e-03 -5.69360003e-02  1.12159997e-01  9.56627980e-02
  1.43164003e-01 -4.42220092e-02 -3.24001908e-04 -3.16751957e-02
  1.00241401e-01  3.01492009e-01  5.55123977e-02 -1.87034993e-01
 -1.87139958e-02  1.18696800e-01 -8.59424025e-02 -2.13372593e-01
 -1.29136002e-01 -8.63580048e-02  1.86608011e-01 -2.00301999e-01
 -6.78940564e-03  1.11098000e-01 -1.89450201e-01 -5.56591994e-01
  1.15635002e-01  2.36433204e-01 -4.92939949e-02  1.40332004e-01
 -8.75466030e-02 -5.79042010e-02  7.20068045e-02  7.95048013e-02
  6.40491987e-02 -2.76904005e-01  2.25372399e-01  5.37328012e-02]"
"[-0.20504166 -0.00911083  0.20251284  0.13538483 -0.138405    0.05004537
  0.22973333  0.03553333  0.11921033  0.098248   -0.24897667 -0.00617833
  0.21059666 -0.16498667  0.08367692  0.05258949  0.36047883 -0.24191833
  0.193505    0.29198834 -0.19652417 -0.29896084  0.17637166  0.33700683
 -0.04120238 -0.07878667  0.144822    0.142645    0.08605667  0.0938355
  0.06914667 -0.23669168 -0.10380151  0.15830666 -0.02586667 -0.076631
 -0.086445    0.00564185 -0.110635   -0.13526834 -0.11341383 -0.03806767
  0.002005   -0.229745   -0.12485666 -0.02310184 -0.23340567 -0.10228501
  0.090635   -0.12804665  0.13188083  0.048375    0.04699     0.18132834
 -0.12189333 -0.19296668  0.12107833 -0.096461    0.27898     0.16763667
 -0.16949334 -0.16379166 -0.18930667  0.19025334  0.15719666 -0.02907367
 -0.27222983  0.07277083  0.09827717  0.1151045   0.26537333 -0.06566933
 -0.147365   -0.23169334  0.39577501 -0.17740334 -0.24105167  0.031406
 -0.20928834 -0.32429149  0.13158129 -0.50807167  0.01547117 -0.18933663
 -0.15468     0.06020167 -0.156709   -0.05139517  0.002965   -0.223755
 -0.08526016  0.04727616 -0.039574    0.13257501  0.02968417  0.07878516
  0.23245233 -0.08602712 -0.11888267  0.20757784]"
"[-1.25976060e-01 -1.58583752e-01 -1.07035189e-01  1.36398044e-02
 -3.44066229e-02  1.48094134e-01  2.49746843e-02 -3.56868720e-02
  2.15482004e-01  3.86355584e-02 -8.90206229e-02  1.42436125e-01
  5.09030614e-02 -6.33949763e-03  2.32205647e-02 -3.96646530e-04
