channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Undang mardigu dong om,Undang mardigu dong om,@ligasaputra6754,https://yt3.ggpht.com/ytc/AIdro_lIdaB5d87uo76CNVEBD1__n0QTCUzHVNj9Cess0sVlb7E=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ligasaputra6754,{'value': 'UC4h0sBAu89PIQ5UHKKuSFkQ'},True,none,0,2020-09-16T01:30:56Z,2020-09-16T01:30:56Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,semoga Allah selalu lindungi kang Emil dan keluarga beserta jajarannya <br>juga Om Deddy semoga selalu menebar manfaat dan aura positif di setiap kontennya.<br><br>makasih banyak konten ini so inspiring👍🏻👍🏻,"semoga Allah selalu lindungi kang Emil dan keluarga beserta jajarannya 
juga Om Deddy semoga selalu menebar manfaat dan aura positif di setiap kontennya.

makasih banyak konten ini so inspiring👍🏻👍🏻",@tyasary7465,https://yt3.ggpht.com/ytc/AIdro_kY1alWGvw-IMaYDgMRRcUI0impakYTXsEVTSVRndBbPnA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@tyasary7465,{'value': 'UCvSS-fElNCc1HQQy_VPULKA'},True,none,46,2020-09-16T01:29:28Z,2020-09-16T01:29:28Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Semoga Indonesia makin hari makin banyak pemimpin seperti Kang Emil.,Semoga Indonesia makin hari makin banyak pemimpin seperti Kang Emil.,@indrakusuma8821,https://yt3.ggpht.com/ytc/AIdro_lyaD5qrDz47t7URaOVw6yJqvHhCuU9Nqnldjlvz8E5ERA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@indrakusuma8821,{'value': 'UC31SWP1uys3fC5QOZYAr8TQ'},True,none,14,2020-09-16T01:28:57Z,2020-09-16T01:28:57Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Contoh pemimpin yg harus di ikuti 👍🏻,Contoh pemimpin yg harus di ikuti 👍🏻,@MrSutriada,https://yt3.ggpht.com/ytc/AIdro_kbwiDfx0mS9uRxX4jfwmA3qpIXsGt1s2ayOHN77bJwpZY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@MrSutriada,{'value': 'UCCqYSOuFRuQyoqm_jruQNnw'},True,none,0,2020-09-16T01:28:14Z,2020-09-16T01:28:14Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Woi undang ecko show baru dengerin lagu nya yg tentang koruptor dan lain lain up biar di lihat si om ded,Woi undang ecko show baru dengerin lagu nya yg tentang koruptor dan lain lain up biar di lihat si om ded,@bangmar713,https://yt3.ggpht.com/ytc/AIdro_mmPHq-OdVafBFz8BF8URsKsuW3V_zdD9o8L4R8weo=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@bangmar713,{'value': 'UC-AQoamKtVJanpQdffPhQiw'},True,none,0,2020-09-16T01:27:30Z,2020-09-16T01:27:30Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Kang emil gubernurku 😍😍😍,Kang emil gubernurku 😍😍😍,@indrisetyamulyani7206,https://yt3.ggpht.com/WvgxKkTI9JZRqdyLiNEb4YeNmCuNeNTPODQdXoXHQedHuKmK4k_JJHw47TjF5M9W083t1S5O=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@indrisetyamulyani7206,{'value': 'UCGNiM_uQfTclN9ePtzXZSFQ'},True,none,0,2020-09-16T01:27:25Z,2020-09-16T01:27:25Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Aamiin. Semoga sehat2 pak Ridwan Kamil dan om Ded<br><br>Semoga setelah pandemi ini om Ded &amp; pak Emil &amp; keluarga bisa berkunjung ke tempat wisata baru <br>Sawah Nusa di Jawa Barat. <br><a href=""https://www.youtube.com/watch?v=XOmQGVQxODg"">https://youtu.be/XOmQGVQxODg</a><br><br>Semoga berkenan.","Aamiin. Semoga sehat2 pak Ridwan Kamil dan om Ded

Semoga setelah pandemi ini om Ded & pak Emil & keluarga bisa berkunjung ke tempat wisata baru 
Sawah Nusa di Jawa Barat. 
https://youtu.be/XOmQGVQxODg

Semoga berkenan.",@mulyadianaasep,https://yt3.ggpht.com/ytc/AIdro_kAefeujLE54MxMfz0TOAui8TY5Ho0SYSjCp9nl5e-Q-g=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mulyadianaasep,{'value': 'UCLgKvYoPuCYeCPkyDz7MsCA'},True,none,0,2020-09-16T01:27:20Z,2020-09-16T01:27:20Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"<a href=""https://www.youtube.com/watch?v=tRE70FZ_gWQ&amp;t=1560"">26:00</a> kang emil hereuy wae, ya masa ditiup","26:00 kang emil hereuy wae, ya masa ditiup",@wildananugrah,https://yt3.ggpht.com/ytc/AIdro_mbG16i-12hzR8IvGqhzNsqrh0pejzbUxk4zDdPRIwsn4c=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@wildananugrah,{'value': 'UC1C5YzkqsbGVvwV5gQDu58A'},True,none,0,2020-09-16T01:26:53Z,2020-09-16T01:26:53Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Kang emil is the best alternative choice for the next president 2024 from Bandung, keep bandung beuatiful euy ! 😁👍","Kang emil is the best alternative choice for the next president 2024 from Bandung, keep bandung beuatiful euy ! 😁👍",@farlinrisdani2071,https://yt3.ggpht.com/ytc/AIdro_lTfmi9Y6GdVmRsJtZofBZN3WWcqzwZAJlNYo9wi7z4yojB=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@farlinrisdani2071,{'value': 'UCLByYYahKtpFk-iNl6e-HIg'},True,none,8,2020-09-16T01:25:05Z,2020-09-16T01:25:05Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Gubernur aing ❤️,Gubernur aing ❤️,@dwisucipto7042,https://yt3.ggpht.com/ytc/AIdro_lkVteyZ_7UOPptQmexw7IS3mhiv_n4Rd1fuXlI-4vSCxw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@dwisucipto7042,{'value': 'UCfcWrW5ZIFZxyMVGDax5uYQ'},True,none,0,2020-09-16T01:24:50Z,2020-09-16T01:24:50Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Ini gubernur berani, masih pada inget ga pernyataan erick tohir.. pasti pada inget lah yah, intinya sebagai pemimpin harus berani menjadi orang terdepan yg ikut mencoba vaksin ini, biar rakyat juga yakin..","Ini gubernur berani, masih pada inget ga pernyataan erick tohir.. pasti pada inget lah yah, intinya sebagai pemimpin harus berani menjadi orang terdepan yg ikut mencoba vaksin ini, biar rakyat juga yakin..",@ramadanakbar9746,https://yt3.ggpht.com/ytc/AIdro_nmqWFQ7TVyD4UK2Mg1fILz_frGW-08Svc-AMmXd4DCTNI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ramadanakbar9746,{'value': 'UCiKzqgNeDj80wOBlCxeUABg'},True,none,0,2020-09-16T01:24:31Z,2020-09-16T01:24:31Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"ITB pisan ey pemikiranna, Open-Minded tapi tetep Realistis","ITB pisan ey pemikiranna, Open-Minded tapi tetep Realistis",@ghanifaza96,https://yt3.ggpht.com/4Qk53Vc-44cT6rn7FZBurXyinzbYWvvSGt29T2XIPnTMSLV6Rrac-T0B6TKBZEPiT21FIzFAfw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ghanifaza96,{'value': 'UCCrIoLEO1UMC0yWfGOJ817w'},True,none,15,2020-09-16T01:24:10Z,2020-09-16T01:24:10Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Kelassss ini pemimpin,Kelassss ini pemimpin,@frstory3246,https://yt3.ggpht.com/ytc/AIdro_lSxERKmuXpC-ZC9j7fDJwYA7IckYaELucXUsk6JqJMNWOrJkgdwEv1hl_g-6nsJoGqnQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@frstory3246,{'value': 'UCmAgiAaAfgZEd68cL_3K_Jw'},True,none,0,2020-09-16T01:22:37Z,2020-09-16T01:22:37Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Kang emil pemimpin bijak yg sejati &amp; gagah brani mau memangku tanggung jawab yg besar 👍👍👍,Kang emil pemimpin bijak yg sejati & gagah brani mau memangku tanggung jawab yg besar 👍👍👍,@majonime4290,https://yt3.ggpht.com/ytc/AIdro_nqSJxKCPwLCTnMXv1oXxbHdpF1W_nB4jYfrZu7x85jQQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@majonime4290,{'value': 'UCYvbf8HLnsfaPrk4kvV_yKA'},True,none,0,2020-09-16T01:22:00Z,2020-09-16T01:22:00Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Giliran ada pejabat bilang &quot;rakyat duluan lah... Pemimpin belakangan&quot; Banyak yg ga suka. Giliran pemimpin duluan juga bnyk yg ga suka. Gimana sih??😂,"Giliran ada pejabat bilang ""rakyat duluan lah... Pemimpin belakangan"" Banyak yg ga suka. Giliran pemimpin duluan juga bnyk yg ga suka. Gimana sih??😂",@darrellms5907,https://yt3.ggpht.com/ytc/AIdro_kB24rwSSK-x8NorBS7mPYfF5z6NAajXdjN5MWc1NObrg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@darrellms5907,{'value': 'UCM8DdVxuPMzIE5_C6mzaHyg'},True,none,3,2020-09-16T01:21:22Z,2020-09-16T01:25:24Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,"Bangga jadi orang Jawa barat, saya saranin kang Emil jadi calon presiden, persiden yang berani mengambil keputusan itu mantep","Bangga jadi orang Jawa barat, saya saranin kang Emil jadi calon presiden, persiden yang berani mengambil keputusan itu mantep",@nurmuhammadzidan6022,https://yt3.ggpht.com/ytc/AIdro_kbvgAgrpP5BOVimaUh6nIiLz-um6EcKvDyM732baf0jUc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@nurmuhammadzidan6022,{'value': 'UCO2JVtAsot24DznHa4zQfPQ'},True,none,103,2020-09-16T01:21:00Z,2020-09-16T01:21:00Z
UCYk4LJI0Pr6RBDWowMm-KUw,tRE70FZ_gWQ,Kang Emil Presiden 2024,Kang Emil Presiden 2024,@foryourinformationindonesia,https://yt3.ggpht.com/R4qSGW3lBlh_7L6OKCAgf1_WsCDSEW4WWFN8XoSOjyJTFUZ2M9ILdsWn-bak0-XxyOilH3Hc=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@foryourinformationindonesia,{'value': 'UCxgyKOZOZYM0M4-OVz14qXg'},True,none,0,2020-09-16T01:19:02Z,2020-09-16T01:19:02Z
